,name,track_id,album,artist,artist_id,length,popularity,type,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,key,release_year,release_month,followers,genre
1177,idle,spotify:track:117hgtrU9X5Lx5pLfLTZPv,Brute Force (Deluxe Edition),The Algorithm,spotify:artist:14u4KXVp0iXQil79EpxXGc,3.1608833333333335,18,track,0,3.93e-05,0.436,0.983,0.923,0.21,-6.673,0.0476,130.012,4,0.182,1,2016,4,89493,cyberpunk
1178,Meat Grinder,spotify:track:6cIYSZSm80B5KWLsMkkS8X,Katana Zero (Original Soundtrack),Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,3.744666666666667,41,track,0,0.478,0.725,0.644,0.874,0.11,-10.438,0.0758,107.983,4,0.262,7,2019,4,1517462,
1179,Dopamine,spotify:track:7y9USehMh5BWR0tWXsXJ5K,From Voodoo to Zen,Tides From Nebula,spotify:artist:1CzKORB9IN0EjPEyeKBIkf,4.821483333333333,41,track,0,4.67e-06,0.481,0.827,0.827,0.19,-6.83,0.0361,102.033,4,0.0345,1,2019,9,43684,cosmic post-rock
1180,Eyes of Madness,spotify:track:1qpfndAEGm7YIL6HFuuRCM,The Shape,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.637166666666666,40,track,0,1.1e-05,0.567,0.808,0.661,0.148,-5.343,0.0546,113.006,4,0.0349,2,2016,2,194663,darksynth
1181,Mask,spotify:track:7kpCUXIWVUl45lMq1KJzD7,Into the Abyss,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.2641333333333336,32,track,0,0.00231,0.607,0.876,0.911,0.107,-6.588,0.0484,106.003,4,0.455,2,2014,3,194663,darksynth
1182,Dressed to Kill,spotify:track:5zZ0g9HOZqK0xtemfV82nI,Near Dark,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.40755,41,track,0,5.25e-06,0.481,0.894,0.867,0.164,-6.651,0.0553,117.99,4,0.207,4,2014,8,194663,darksynth
1183,Andromeda,spotify:track:7hcT9SzRoL7OanxeGqLIJy,Near Dark,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,5.0,40,track,0,0.000407,0.514,0.875,0.915,0.145,-6.687,0.278,127.999,4,0.145,0,2014,8,194663,darksynth
1184,Invader,spotify:track:69F2Y4CInUq7fgIsagg87r,Near Dark,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.571416666666667,48,track,0,0.000332,0.528,0.864,0.869,0.0702,-5.702,0.0441,126.012,4,0.159,11,2014,8,194663,darksynth
1185,Banshee,spotify:track:3qIfOdnXikI0VRKbzkLniu,B-Sides: Vol. 1,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,5.423066666666666,41,track,0,1.03e-05,0.474,0.885,0.768,0.101,-5.47,0.0365,129.998,4,0.0737,8,2017,1,194663,darksynth
1186,Blind,spotify:track:1E0uYDcPUHO36n5gTihsT8,Out of Body,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.60605,37,track,0,6.15e-06,0.537,0.729,0.441,0.107,-5.772,0.0476,132.126,4,0.386,8,2013,10,194663,darksynth
1187,Only a Dream,spotify:track:5kNaex3YNSzz12UNpbqa1O,Out of Body,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.242416666666666,36,track,0,6.46e-06,0.646,0.666,0.833,0.0897,-6.563,0.0399,132.035,4,0.686,3,2013,10,194663,darksynth
1188,That House,spotify:track:6lUyyCRoT2wvtGlQQEpk3U,B-Sides: Vol. 1,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,4.769216666666667,48,track,0,8.67e-06,0.501,0.875,0.81,0.194,-6.167,0.0345,130.0,4,0.217,3,2017,1,194663,darksynth
1189,Riot,spotify:track:5k3VFeS8Icp6OCc7qsW2ls,The Shape,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,3.7846,47,track,0,1.44e-05,0.626,0.878,0.103,0.0926,-4.951,0.223,130.028,4,0.231,11,2016,2,194663,darksynth
1190,Go!,spotify:track:31ESIIVuNhlpQ3VoSdW6vy,Loved to Death,Dance With the Dead,spotify:artist:2KtnZQwMQJN3uyI8eHZRvm,3.2083333333333335,41,track,0,1.16e-05,0.353,0.882,0.236,0.373,-5.898,0.0722,192.027,4,0.234,0,2018,8,194663,darksynth
1191,Cherenkov Blue Overdriver,spotify:track:0UXjxbwAx4QAYn6YbxiLGZ,The Wrath of Code,Dan Terminus,spotify:artist:6C0QgVuIzzi3f5NGBx4qWy,4.707766666666667,37,track,0,3.87e-05,0.489,0.966,0.937,0.259,-6.901,0.166,130.018,4,0.454,10,2015,3,42638,cyberpunk
1192,Vile World,spotify:track:0ZaFrpizsPk2mnOmS51Vgf,The Uncanny Valley (Expansion),Perturbator,spotify:artist:244uLu9lkdw39BJwlul3k8,6.099266666666667,30,track,0,0.0214,0.615,0.937,0.0918,0.119,-3.394,0.0599,111.024,4,0.0546,1,2016,5,278883,cyberpunk
1193,Humans Are Such Easy Prey,spotify:track:67dA1a6OCUtLHgq9qdQ216,Dangerous Days,Perturbator,spotify:artist:244uLu9lkdw39BJwlul3k8,4.378666666666667,51,track,0,0.0002,0.448,0.893,0.893,0.0706,-2.568,0.0367,120.988,4,0.033,1,2014,6,278883,cyberpunk
1194,Neo Tokyo,spotify:track:2yOhhpMB3f8lU19bhV6a6C,The Uncanny Valley,Perturbator,spotify:artist:244uLu9lkdw39BJwlul3k8,4.219083333333334,43,track,0,0.00346,0.52,0.996,0.831,0.107,0.525,0.085,140.035,4,0.151,1,2016,5,278883,cyberpunk
1195,Venger (feat. Greta Link),spotify:track:0MabrxpL9vrCJeOjGMnGgM,The Uncanny Valley,Perturbator,spotify:artist:244uLu9lkdw39BJwlul3k8,5.136616666666667,51,track,0,0.00444,0.519,0.977,0.488,0.131,-2.958,0.0562,120.023,4,0.18,10,2016,5,278883,cyberpunk
1196,Futureland,spotify:track:5UrCArd6UDDR2EPFOeWCxb,Doomsday,Sonic Mayhem,spotify:artist:4q2KeruDOYFXarHwsLA2eK,6.061766666666666,46,track,0,0.000918,0.513,0.56,0.823,0.126,-11.365,0.0358,85.017,4,0.0379,10,2015,7,8499,future rock
1197,Legend of the Keeper,spotify:track:5Mrq8CJVcVz74F256D8eYf,Legend EP,Magic Sword,spotify:artist:6PzFRXjgGHQw6K4WeERMK1,5.8478666666666665,0,track,0,0.0016,0.395,0.675,0.411,0.0652,-5.692,0.0763,118.107,4,0.0938,1,2016,4,115160,synthwave
1198,Only Way In,spotify:track:7IhLDfPE29XIzkdyF4iw86,Volume 1,Magic Sword,spotify:artist:6PzFRXjgGHQw6K4WeERMK1,5.5,36,track,0,0.00214,0.576,0.735,0.094,0.362,-7.246,0.0497,122.026,3,0.0478,1,2015,1,115160,synthwave
1199,Hotline Miami II,spotify:track:3f5FSY3dqyayts2S9Zr8pZ,Hotline Miami II,Das Mörtal,spotify:artist:0l5SpsbElFWLrDdMXWieNp,3.7845833333333334,29,track,0,0.00799,0.6,0.719,0.834,0.106,-10.267,0.0339,102.012,3,0.175,11,2014,7,14246,synthwave
1200,Admiring You Through the Blinds,spotify:track:1sLOxmwvysi2IUEsEeGIBz,Hotline Miami II,Das Mörtal,spotify:artist:0l5SpsbElFWLrDdMXWieNp,3.8832666666666666,15,track,0,0.0467,0.622,0.706,0.852,0.118,-9.576,0.0302,117.982,4,0.119,0,2014,7,14246,synthwave
1201,The Killing,spotify:track:6lBS4lRFmofYfuhI5RmGkZ,Hotline Miami II,Das Mörtal,spotify:artist:0l5SpsbElFWLrDdMXWieNp,3.52415,26,track,0,0.000168,0.603,0.694,0.853,0.0997,-7.04,0.0272,132.01,4,0.239,2,2014,7,14246,synthwave
1202,Give 'Em the Love,spotify:track:6vSwsxFqzr3RrSgtnfjAxO,Give 'Em the Love,J+1,spotify:artist:66q9TLB3xM6Yn0kIFiftpd,2.5058666666666665,50,track,0,0.563,0.642,0.476,0.0767,0.0947,-13.026,0.0554,169.933,4,0.309,9,2019,8,15070,
1203,Regain Control,spotify:track:7o9wpDM622yGhHJTxDd4dQ,"Special Selection, Vol.1 (2006-2019)",Shirobon,spotify:artist:2OgP0RGmDrXN9kOWRNfEuE,3.2444333333333333,47,track,0,0.357,0.66,0.68,0.205,0.197,-6.872,0.0372,90.008,4,0.433,7,2019,10,26553,chiptune
1204,The Quiet Earth,spotify:track:4V0rrbFdfzLbcV3WOYjXXa,The Quiet Earth,Thomas Barrandon,spotify:artist:5HaHjEOMBZBDiMXP7Wz1Zr,5.513766666666666,55,track,0,0.000117,0.424,0.848,0.824,0.0996,-6.181,0.0376,95.506,4,0.0593,3,2018,2,21618,chillsynth
1205,Body,spotify:track:2Jo3AlHZ6GK8L7Ee44y73Y,Body,Thomas Barrandon,spotify:artist:5HaHjEOMBZBDiMXP7Wz1Zr,4.67495,45,track,0,0.00136,0.358,0.675,0.975,0.137,-6.68,0.0337,91.995,4,0.0945,5,2017,10,21618,chillsynth
1206,Miami - Original Mix,spotify:track:6zEGOVxDlKdv7kauGS20X8,Hotline Miami EP,Jasper Byrne,spotify:artist:17Wd82KjqIlUxj3LZZ1U0C,4.523066666666667,47,track,0,0.00062,0.474,0.646,0.818,0.0723,-7.604,0.0325,95.025,4,0.152,2,2012,10,18253,indie game soundtrack
1207,Voyager - Original Mix,spotify:track:1bweOqaO6SIGRRMupc7zMm,Hotline Miami EP,Jasper Byrne,spotify:artist:17Wd82KjqIlUxj3LZZ1U0C,3.5692166666666667,45,track,0,0.067,0.685,0.63,0.841,0.104,-10.909,0.0417,119.993,4,0.788,1,2012,10,18253,indie game soundtrack
1208,Hotline - Original Mix,spotify:track:22VoYx9y3MTOVC71iYtbCM,Hotline Miami EP,Jasper Byrne,spotify:artist:17Wd82KjqIlUxj3LZZ1U0C,3.5076833333333335,40,track,0,2.41e-05,0.484,0.843,0.881,0.081,-6.382,0.0391,109.993,4,0.356,10,2012,10,18253,indie game soundtrack
1209,Hotline - Analogue Mix,spotify:track:2u3XaqJpeMtkGU4e6q9kYN,Hotline Miami EP,Jasper Byrne,spotify:artist:17Wd82KjqIlUxj3LZZ1U0C,3.5076833333333335,34,track,0,0.000261,0.657,0.842,0.896,0.0962,-8.123,0.0344,109.977,4,0.396,10,2012,10,18253,indie game soundtrack
1210,Ghost Drives,spotify:track:742sBn6Zq1cUFU3XpcaOUa,Ghost Drives,Jasper Byrne,spotify:artist:17Wd82KjqIlUxj3LZZ1U0C,4.099166666666667,9,track,0,0.000494,0.817,0.669,0.856,0.114,-5.069,0.0572,121.029,4,0.178,1,2017,7,18253,indie game soundtrack
1211,Why,spotify:track:5vRDcpy5mj5LHvlTR47eRK,Ghost Drives,Jasper Byrne,spotify:artist:17Wd82KjqIlUxj3LZZ1U0C,4.566666666666666,11,track,0,0.00659,0.655,0.546,0.871,0.181,-11.983,0.0407,119.997,4,0.087,8,2017,7,18253,indie game soundtrack
1212,Test Pilot,spotify:track:03RyqN0APr814lnjzziKtT,Starcrash,Stilz,spotify:artist:0he5qSKLuYoGL223KSWjXJ,4.075,49,track,0,0.0133,0.575,0.786,0.909,0.101,-9.962,0.0493,199.994,4,0.382,2,2017,1,10668,chillsynth
1213,Yellow Ferrari,spotify:track:60VNy4PpJvBZxL3fztmU3t,"Globe, Vol. 3",The Toxic Avenger,spotify:artist:5zExRf0VQCl3GO4Jrj8r0s,4.517633333333333,54,track,0,0.00138,0.248,0.686,0.49,0.159,-7.831,0.0436,84.981,4,0.33,0,2017,11,94200,dark clubbing
1214,Nightdrive,spotify:track:4F00BHvoYuKwWjBMOEqX3L,Nightdrive,VHS Dreams,spotify:artist:4sHCqGPH8ssoMeOeKrRZ38,4.144,49,track,0,0.000422,0.495,0.612,0.874,0.071,-8.001,0.0572,200.034,4,0.378,8,2021,7,35718,synthwave
1215,Implant,spotify:track:3xG8Xcrke8F1gfYjzQE1Le,Chrome,Makeup And Vanity Set,spotify:artist:5iJnzz8Lfh1U3XQpBw95J3,4.28625,49,track,0,0.000828,0.679,0.924,0.826,0.0952,-8.469,0.0461,126.988,4,0.202,1,2017,2,39934,synthwave
1216,Gillette,spotify:track:5PVPkjFKLElXpshtXtXIFc,Gillette,199X,spotify:artist:27sFGRuYenqMpxjDPhrbjr,2.0,55,track,0,0.00622,0.604,0.937,0.000365,0.325,-4.022,0.0817,120.082,4,0.24,7,2017,8,5366,
1217,Overdrive,spotify:track:4fo7zZTzAJd66iUxDQ5xUD,Redline,Lazerhawk,spotify:artist:3Fobin2AT6OcrkLNsACzt4,4.523583333333334,50,track,0,0.000134,0.42,0.952,0.0109,0.12,-6.839,0.0577,132.987,4,0.626,10,2010,1,110667,synthwave
1218,Scherzo No. 5 in Death Minor,spotify:track:4SPVLICQXcDdHPQ1LKDtSL,Invaders,Hollywood Burns,spotify:artist:0m8rUYGZIXTo8knUYP7uB9,4.76955,36,track,0,0.00049,0.397,0.853,2.89e-05,0.166,-3.297,0.0458,140.047,4,0.297,1,2018,4,13741,darksynth
1219,Takeoff,spotify:track:0arPXiG9R6d6gJokFBujIu,"Synthwave, Vol. 5 (Retro Dreams)",Various Artists,spotify:artist:0Wo8zfu7LaSPQrI8Ov6XQh,2.6564,46,track,0,0.00954,0.64,0.471,0.952,0.377,-12.28,0.0351,115.985,4,0.681,4,2018,3,2376,chillsynth
1220,La Mer Des Possibilités,spotify:track:4HDCMfoZfUzfeKJ2JYruJR,Join Us,Le Matos,spotify:artist:5nrAu9uBcj8NcdZHo09qG9,5.976783333333334,41,track,0,0.007,0.669,0.748,0.69,0.0921,-8.208,0.0439,125.998,4,0.358,2,2013,5,36212,filter house
1221,Goosebumps,spotify:track:7bxItQqLaMjjLRa5T3R3wK,Dark Digital,Caspro,spotify:artist:2jtjyIKx9XY1wuIc5UKwSp,2.8861666666666665,0,track,0,3.51e-05,0.626,0.792,0.742,0.121,-7.809,0.0451,123.034,4,0.327,7,2018,9,7760,chillsynth
1222,Light Years,spotify:track:6B0fibnnV0i4c0BHxDHWcO,Retrowave,Various Artists,spotify:artist:0HPVHsbV2yIYPp2Pk4kdHe,4.273433333333333,1,track,0,0.0081,0.489,0.837,0.769,0.135,-6.881,0.0351,128.009,4,0.193,11,2014,6,27710,chillsynth
1223,Running Wild,spotify:track:5TQaymkHP3a998Ad8Cs3ps,Awakening,Robert Parker,spotify:artist:0eEcbHGsAvOTCZzF5pg8GD,4.466666666666667,50,track,0,0.00253,0.616,0.929,0.408,0.117,-5.719,0.0491,119.987,4,0.716,0,2017,3,34670,synthwave
1224,Sweet Nothings,spotify:track:45dFQXHoKs323KowLP8a8z,Crystal City,Robert Parker,spotify:artist:0eEcbHGsAvOTCZzF5pg8GD,3.82115,39,track,0,0.00636,0.647,0.865,0.412,0.0986,-6.952,0.0381,135.002,4,0.919,7,2016,3,34670,synthwave
1225,Lazer Pink,spotify:track:65tchWEp2jWJWmVVDCJqLq,Starlight (Deluxe Edition),Sunset Neon,spotify:artist:7LpQ9EjCi2klKhDUhAUa1s,3.8335333333333335,36,track,0,0.000657,0.722,0.804,0.221,0.0754,-4.733,0.117,106.007,4,0.718,9,2017,12,12895,nightrun
1226,Dream Rider,spotify:track:5bhRAzpIKjbL5GKud5HaFe,2017 Singles,Wice,spotify:artist:3pPHLLecNGUHm0dqmJ6BRD,4.10155,27,track,0,0.000467,0.589,0.92,0.862,0.139,-5.594,0.043,120.024,4,0.2,9,2018,2,13417,cyberpunk
1227,Knightriders,spotify:track:4YyG15mMNRqjYCH3S7aBw0,Retro Rangers,Fury Weekend,spotify:artist:7KxS1dL7Q7jxMkyb2ZvzXH,4.68965,39,track,0,2.64e-05,0.575,0.934,0.856,0.147,-3.641,0.0441,116.018,4,0.475,2,2017,10,21651,future rock
1228,Mr. Dillinger,spotify:track:6gUCxXwkenAy2ta8KAKvzE,End of Line,Mogi Grumbles,spotify:artist:4BfQ9Yx0G90IXrEXQ0fab9,3.24045,1,track,0,0.000105,0.267,0.607,0.919,0.117,-10.821,0.106,150.929,3,0.128,2,2011,8,1893,cyberpunk
1229,Power Core,spotify:track:1JcwHjETNNbUH0yfrc9w9n,Far Cry 3: Blood Dragon (Original Game Soundtrack),Power Glove,spotify:artist:0dalJaAT80lKfkZsC86lnW,2.1058666666666666,47,track,0,0.0401,0.4,0.774,0.932,0.11,-8.539,0.0341,170.111,4,0.204,11,2013,5,66192,cyberpunk
1230,Tonight,spotify:track:1qK2bmqDHybCTGgIjj9CHr,Waves,Timecop1983,spotify:artist:6zrgIu0skCCFS7Ke9xOj1r,5.074716666666666,47,track,0,0.274,0.625,0.391,0.855,0.0726,-12.268,0.0471,89.996,4,0.58,3,2015,6,143030,cyberpunk
1231,Children of Cyberpunk,spotify:track:1jrhgNGPMrareuessCgvDO,Avalon Quest,Isidor,spotify:artist:3L4QXzIJxQBJvyaPo5CL3m,3.45,42,track,0,0.00122,0.536,0.899,0.551,0.254,-5.074,0.0315,130.037,4,0.482,1,2019,6,9644,darksynth
1232,PIXELOVE,spotify:track:3xrL72RMgdMKNt7gd5WkpT,FALLING APART,LukHash,spotify:artist:3hvgLXeDFNiqDOVXl0xTge,3.4833333333333334,34,track,0,0.0443,0.605,0.714,0.909,0.0701,-3.498,0.0412,128.022,4,0.543,2,2012,9,25338,darksynth
1233,Rollercoaster,spotify:track:636kRUoh1D1ZJifHip4RtS,Rollercoaster,Love Regenerator,spotify:artist:05KDKIpxshxrB9BMewaCBW,2.984366666666667,49,track,0,3.9e-05,0.732,0.96,0.826,0.333,-7.606,0.0485,129.984,4,0.424,7,2021,9,49582,house
1234,LOVE AGAIN,spotify:track:2fhePAlCSsJplwkjqMYpVm,CASE STUDY 01,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,3.571283333333333,62,track,0,0.41,0.553,0.441,2.57e-06,0.107,-6.411,0.0918,76.988,4,0.525,5,2019,6,3322538,canadian contemporary r&b
1235,Japanese Denim,spotify:track:1boXOL0ua7N2iCOUVI1p9F,Get You - Single,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,4.5141,77,track,1,0.0905,0.707,0.238,2.42e-06,0.0842,-8.818,0.0379,124.156,3,0.345,3,2016,10,3322538,canadian contemporary r&b
1236,Get You (feat. Kali Uchis),spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,Freudian,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,4.636316666666667,80,track,0,0.422,0.658,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4,0.358,4,2017,8,3322538,canadian contemporary r&b
1237,Best Part (feat. H.E.R.),spotify:track:1RMJOxR6GRPsBHL8qeC2ux,Freudian,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,3.4971833333333335,78,track,0,0.808,0.524,0.364,0.0,0.1,-10.209,0.0367,75.24,4,0.436,7,2017,8,3322538,canadian contemporary r&b
1238,SUPERPOSITION,spotify:track:45PxuJqJBnPXZKLxoo9Apj,CASE STUDY 01,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,4.396566666666667,61,track,1,0.911,0.589,0.279,0.000128,0.087,-11.209,0.0408,115.656,4,0.333,4,2019,6,3322538,canadian contemporary r&b
1239,We Find Love,spotify:track:1TPLsNVlofwX1txcE9gZZF,Freudian,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,4.24865,65,track,0,0.853,0.51,0.363,0.0,0.109,-8.635,0.0304,78.0,4,0.426,5,2017,8,3322538,canadian contemporary r&b
1240,TOO DEEP TO TURN BACK,spotify:track:63UNqAjFomMcZXc2InOxTC,CASE STUDY 01,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,5.308883333333333,56,track,1,0.778,0.567,0.436,0.0,0.188,-10.326,0.0571,149.987,4,0.252,9,2019,6,3322538,canadian contemporary r&b
1241,ENTROPY,spotify:track:795p3jKj5stjPf8IFpZkdD,CASE STUDY 01,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,4.35485,59,track,0,0.808,0.642,0.527,4.28e-05,0.154,-9.444,0.0534,133.062,4,0.566,2,2019,6,3322538,canadian contemporary r&b
1242,CYANIDE,spotify:track:3uouaAVXpQR3X8RYkJyitQ,CASE STUDY 01,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,3.2493166666666666,71,track,1,0.704,0.589,0.652,0.00055,0.125,-7.498,0.373,158.49,4,0.486,10,2019,6,3322538,canadian contemporary r&b
1243,RESTORE THE FEELING,spotify:track:1GY1aODWhIPUmLNitZMgRL,CASE STUDY 01,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,3.56685,50,track,1,0.615,0.541,0.393,3.4e-05,0.192,-13.19,0.262,58.387,4,0.564,10,2019,6,3322538,canadian contemporary r&b
1244,Nikes,spotify:track:19YKaevk2bce4odJkP5L22,Blonde,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,5.234583333333333,71,track,1,0.695,0.543,0.394,0.000239,0.108,-9.637,0.0864,137.811,4,0.118,8,2016,8,9617162,alternative r&b
1245,Solo,spotify:track:35xSkNIXi504fcEwz9USRB,Blonde,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,4.289666666666666,68,track,1,0.849,0.444,0.287,2.82e-06,0.161,-10.631,0.0375,124.027,4,0.246,5,2016,8,9617162,alternative r&b
1246,Self Control,spotify:track:5GUYJTQap5F3RDQiCOJhrS,Blonde,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,4.161116666666667,75,track,0,0.765,0.572,0.209,0.0,0.356,-10.413,0.0313,80.069,4,0.446,8,2016,8,9617162,alternative r&b
1247,Nights,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,Blonde,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,5.119183333333333,79,track,1,0.42,0.466,0.548,1.01e-06,0.113,-9.362,0.118,89.815,4,0.423,5,2016,8,9617162,alternative r&b
1248,White Ferrari,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,Blonde,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,4.1467833333333335,77,track,0,0.784,0.444,0.0924,0.0,0.304,-15.605,0.0366,108.917,4,0.219,0,2016,8,9617162,alternative r&b
1249,In My Room,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,2.228,77,track,1,0.594,0.861,0.647,0.661,0.114,-7.425,0.0675,158.037,4,0.67,7,2019,11,9617162,alternative r&b
1250,Dear April (Side A - Acoustic),spotify:track:62ljuuXo0zrcrtJnnOhfxT,Dear April (Side A - Acoustic),Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,3.8506666666666667,61,track,0,0.953,0.444,0.152,8.85e-05,0.0966,-12.87,0.0471,115.95,1,0.227,8,2020,4,9617162,alternative r&b
1251,Cayendo (Side A - Acoustic),spotify:track:72794Eag03xdy7TO0KNuid,Cayendo (Side A - Acoustic),Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,3.37,63,track,0,0.982,0.35,0.12,0.000289,0.103,-11.104,0.0393,68.995,4,0.121,3,2020,4,9617162,alternative r&b
1252,Ayayai,spotify:track:5mNqz2m3qWWKKiQcvYrKP2,Ayayai,Daniela Andrade,spotify:artist:0WfaItAbs4vlgIA1cuqGtJ,2.83355,42,track,0,0.146,0.622,0.517,0.00423,0.139,-7.607,0.0743,80.003,4,0.525,8,2019,9,376133,canadian contemporary r&b
1253,Supermodel,spotify:track:5wTVNpi5WDByxBgKgUE6MU,Ctrl,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,3.018666666666667,71,track,1,0.651,0.613,0.442,0.0,0.26,-8.874,0.288,119.737,5,0.252,6,2017,6,7991431,pop
1254,Doves In The Wind (feat. Kendrick Lamar),spotify:track:593W4qZOwwdqF6YnimJjL6,Ctrl,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,4.434666666666667,69,track,1,0.343,0.693,0.713,0.0,0.102,-4.489,0.351,137.335,4,0.615,10,2017,6,7991431,pop
1255,Garden (Say It Like Dat),spotify:track:19woxaSpjOefa2JnAOoqW5,Ctrl,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,3.473333333333333,70,track,1,0.0705,0.73,0.457,0.0,0.124,-7.26,0.283,111.352,4,0.549,9,2017,6,7991431,pop
1256,Good Days,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,4.6534,83,track,1,0.499,0.436,0.655,8.1e-06,0.688,-8.37,0.0583,121.002,4,0.412,1,2020,12,7991431,pop
1257,Close 2 U,spotify:track:7rgvhF2a3WjRkRtx2lndyc,Moonstone EP,Raveena,spotify:artist:2kQnsbKnIiMahOetwlfcaS,3.9972333333333334,62,track,0,0.71,0.758,0.337,1.94e-05,0.165,-9.776,0.0494,93.01,4,0.368,0,2020,2,413188,alternative r&b
1258,Flight 99,spotify:track:5z2XleKRbvbiytGucM5v2D,Flight 99,Masego,spotify:artist:3ycxRkcZ67ALN3GQJ57Vig,2.7857,58,track,0,0.554,0.589,0.431,0.0317,0.0878,-10.096,0.0475,134.688,4,0.159,9,2019,11,1017166,
1259,Mystery Lady (feat. Don Toliver),spotify:track:2Ee9amLUslOwgoJWZEpSSD,Mystery Lady (feat. Don Toliver),Masego,spotify:artist:3ycxRkcZ67ALN3GQJ57Vig,3.80755,66,track,0,0.393,0.747,0.494,0.0,0.0982,-7.957,0.141,76.006,4,0.624,3,2020,11,1017166,
1260,OUTTA MY MIND,spotify:track:7zTTDkkLkJ2iHAqq1daDCr,OUTTA MY MIND,Monsune,spotify:artist:6NgYKD0TKGjwtRFqTyyqKF,3.76675,65,track,0,0.066,0.689,0.463,0.000152,0.145,-8.121,0.0365,86.998,4,0.864,2,2019,8,107004,bedroom pop
1261,Chamber Of Reflection,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,Salad Days,Mac DeMarco,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,3.86205,4,track,0,0.263,0.537,0.558,0.91,0.102,-8.678,0.0929,131.037,4,0.505,11,2014,4,2820691,edmonton indie
1262,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ,Currents,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,3.6053333333333333,84,track,1,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,4,0.785,4,2015,7,5763054,australian psych
1263,Skin,spotify:track:467t3218y3yihFcyDGWjr0,Skin,Dijon,spotify:artist:0knGpCTbmG4ctl1wzYRZs4,3.84375,65,track,0,0.512,0.674,0.616,2.1e-06,0.331,-3.471,0.0272,94.934,4,0.551,7,2018,4,224353,alternative r&b
1264,Remember Me,spotify:track:630Ug0XtmhhFvAKo0PNuEI,Remember Me,UMI,spotify:artist:4ClziihVpBeFXNyDH83Lde,3.3204333333333333,68,track,0,0.456,0.84,0.344,3.36e-05,0.35,-8.613,0.0374,111.994,4,0.526,5,2018,10,703350,alternative r&b
1265,Breathe,spotify:track:71dMzrm88B5MJWokc2ngE0,Love Language,UMI,spotify:artist:4ClziihVpBeFXNyDH83Lde,3.1193333333333335,52,track,0,0.36,0.511,0.439,8.1e-06,0.138,-8.982,0.0505,90.067,4,0.199,4,2019,10,703350,alternative r&b
